date,rGDP,rPCE,pPCE,pCD,pCND,pCS,nCD,nCND,nCS,rGPDI,rEX,rIM,rG,pGC,nGC,pGI,nGI,nFETX,nSTX,nKCD,nDCD,hours,pop,rGC
4/1/10,15557.3,10609.1,95.5,102.359,91.524,95.845,1043.9,2247.3,6840.5,2196.7,1947.6,2520.2,3326.5,95.072,2516.6,95.359,648,67.6,965.7,4530.808,916.129,67611095637,200326834.7,3164.7
7/1/10,15672,10683.3,95.669,101.598,91.807,96.107,1052.4,2262.7,6905.5,2294.7,2001.6,2612.6,3303.9,95.544,2508.5,95.702,649.4,67.9,970.1,4520.281,913.961,67402298961,200745594.3,3157.9
10/1/10,15750.6,10754,96.248,101.274,93.45,96.453,1078.4,2320.4,6951.7,2287.4,2059.6,2633.7,3283.3,96.396,2516.7,96.244,647.4,67.4,977.7,4535.441,913.621,67351479361,201169116.7,3164.1
1/1/11,15712.8,10799.7,97.089,101.279,95.579,96.974,1087.9,2381.1,7016.3,2244.2,2077.1,2650.8,3243.2,97.392,2516.6,96.956,639.4,73,986.8,4568.24,920.176,67441971941,200874495.3,3156
4/1/11,15825.1,10823.7,98.046,101.529,97.811,97.598,1082.9,2431.6,7097.7,2336.1,2110.8,2666.6,3221.4,98.545,2532.3,97.609,636.3,75.8,996.4,4609.049,927.492,67827086813,201235145,3168.6
7/1/11,15820.7,10866,98.521,101.365,98.366,98.141,1090.8,2437,7177.6,2343.8,2133.2,2697,3175.5,98.915,2502.4,98.339,635.1,75.4,994.5,4630.629,936.402,67875205316,201517647.3,3137.5
10/1/11,16004.1,10885.9,98.858,100.959,98.865,98.534,1112.4,2448.8,7200.4,2524.4,2155.2,2734.1,3173.2,98.652,2495.7,98.779,635.7,78.5,1002.7,4644.698,941.486,68429099117,201645567.3,3131.4
1/1/12,16129.4,10973.3,99.537,100.825,99.824,99.242,1138.1,2490.6,7293.7,2577.2,2168.5,2749,3159.6,99.555,2517.8,99.408,626.8,80.9,1016.9,4679.04,942.132,69066699714,202616971.3,3144.7
4/1/12,16198.8,10989.6,99.775,100.234,99.624,99.757,1133.6,2482.8,7348.5,2636.5,2192.2,2762.5,3143,99.533,2503.9,99.95,627.1,79.4,1019.5,4689.094,950.317,68863743799,202761931.7,3131
7/1/12,16220.7,11007.5,100.061,99.658,99.869,100.19,1141.7,2490.1,7382.4,2648.5,2203.6,2777.3,3138.2,99.973,2520.2,100.328,619.4,79.5,1016.6,4700.734,953.702,69480057000,202888136,3139.6
10/1/12,16239.1,11056.9,100.623,99.314,100.683,100.807,1163.6,2510.5,7451.7,2624.9,2200.8,2750.6,3107.2,100.94,2522,100.314,610.8,82.7,1030.8,4727.486,957.401,70056277266,203001210.7,3132.7
1/1/13,16383,11114.2,100.981,98.929,100.642,101.418,1188.8,2542.8,7491.6,2722.8,2225.9,2758.6,3079.4,101.703,2526.4,100.555,598.7,86.2,1052.3,4750.954,959.785,69903175025,203361964.3,3125
4/1/13,16403.2,11122.2,101.056,98.21,99.6,102.003,1185.5,2513.9,7540.3,2753.2,2252.7,2798.5,3074,102.099,2533.5,101,598.5,88.9,1056.4,4755.644,966.22,70336207616,203557519,3132
7/1/13,16531.7,11167.4,101.464,97.672,100.035,102.558,1188.9,2541.4,7600.6,2859.8,2266.8,2818.6,3057.4,102.762,2530.9,101.441,603.2,90.1,1068.7,4768.937,968.953,70624277688,203762228,3134.1
10/1/13,16663.6,11263.6,101.877,97.085,100.05,103.273,1194.5,2564.1,7716.5,2870.1,2333.2,2834.1,3033.4,103.767,2537.2,102.209,601.3,90.7,1075.3,4779.573,973.382,70849833664,203925606,3138.5
1/1/14,16616.5,11308,102.354,96.29,100.67,103.914,1203.5,2586,7784.7,2838.3,2316.7,2866.2,3020.8,104.129,2548.7,102.748,588.7,98.8,1083.9,4785.009,972.404,70699594039,204044604.3,3137.4
4/1/14,16841.5,11431.8,102.843,95.726,101.156,104.584,1239.4,2623.5,7893.9,2958.1,2366.8,2939,3024.6,104.557,2550.6,103.002,602.7,97.5,1102.2,4809.362,975.478,71495041908,204218850,3153.3
7/1/14,17047.1,11554.8,103.12,95.244,101.035,105.129,1255.6,2642.3,8017.5,3018.6,2377.3,2946.6,3044.9,105.152,2584.4,103.344,606.5,98.4,1111.4,4839.845,982.277,71809827708,204457079.7,3190.9
10/1/14,17143,11695,102.989,94.524,99.552,105.564,1269.7,2631.7,8143.1,3021.9,2400.3,3018.2,3043.4,105.164,2578,103.449,612.3,96.5,1120.6,4859.326,990.284,72391780916,204631698,3190.3
1/1/15,17277.6,11792.1,102.54,93.882,96.817,105.931,1282.2,2581.1,8228.3,3116.5,2373.6,3069.7,3059,104.427,2583.6,103.603,605.7,101.2,1123.7,4885.122,990.877,72788825507,205283921.7,3188.1
4/1/15,17405.7,11886,103.046,93.728,97.595,106.461,1307.7,2616.7,8323.7,3118.9,2396.4,3090.7,3089.3,105.092,2612.6,103.814,626.3,100.8,1132.3,4940.077,997.708,73001540511,205452012.7,3230.6
7/1/15,17463.2,11976.6,103.337,93.174,97.57,107.011,1316.7,2643.4,8416.1,3114.8,2372.6,3116,3105.2,105.227,2630.1,104.049,630.2,99.8,1141.5,4972.633,1010.311,73231841427,205757735.3,3249.1
10/1/15,17468.9,12030.2,103.251,92.68,96.326,107.397,1317.1,2616.6,8487.7,3067.1,2363.2,3116,3113.6,104.916,2638.6,103.923,621.9,102.5,1149.6,5005.967,1018.48,73441222173,205927759.7,3253.2
1/1/16,17556.8,12124.2,103.293,92.28,95.046,107.975,1330,2603.2,8590.3,3054.7,2345.1,3122.7,3143,104.304,2636.3,103.598,637.5,98.3,1158.6,5057.576,1017.902,74252620546,206463097.3,3266.4
4/1/16,17639.4,12211.3,103.906,91.631,95.823,108.76,1343.3,2645.4,8699.6,3041.6,2367.9,3128.9,3137.5,105.065,2658,104.261,633.5,97.3,1166.1,5095.595,1029.862,74085358930,206670427.7,3283.1
7/1/16,17735.1,12289.1,104.34,90.746,95.939,109.547,1364.9,2652.9,8804.6,3045.5,2403.4,3164.9,3151,105.493,2686.1,104.434,631.4,97.8,1185.9,5122.762,1039.138,74430377725,206938508,3310.9
10/1/16,17824.2,12365.3,104.807,89.966,96.617,110.177,1372.4,2671.6,8915.8,3114,2388.1,3222.7,3159.3,106.072,2705.3,104.906,638.6,97.5,1194.6,5155.337,1046.27,74421481617,207144113.3,3336.7
1/1/17,17925.3,12438.9,105.35,90.041,97.357,110.741,1385.1,2712.8,9006.5,3140.3,2423.5,3255,3157.3,107.01,2722.5,105.408,646.2,86.7,1215.3,5218.904,1053.696,74532397823,206622111,3361.6
4/1/17,18021,12512.9,105.591,89.258,96.807,111.448,1398.7,2726.2,9087.6,3167.9,2432.9,3282.9,3168,107.401,2738.5,105.874,654.4,88.7,1227.2,5232.201,1068.325,74750073855,206714584.7,3384.2
7/1/17,18163.6,12586.3,106.029,88.668,97.387,112.034,1415.9,2757.4,9171.8,3225.2,2459.5,3293.2,3167.1,108.144,2761.5,106.605,653.9,90.1,1241.9,5259.223,1072.993,75156493244,206949097,3411.1
10/1/17,18322.5,12729.7,106.729,88.257,98.142,112.93,1450.5,2813.4,9322.3,3262.1,2519.2,3403,3186.1,109.39,2806.4,107.114,664.6,90.5,1258.6,5302.625,1080.381,75741645327,207057971.3,3471.1
